"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"POL","Poland","FUA","Functional Urban Area","PL014F","Olsztyn","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",137,,
"MEX","Mexico","FUA","Functional Urban Area","MEX13F","Mexicali","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",3.4,,
"TUR","Türkiye","FUA","Functional Urban Area","TR023F","Siirt","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",39,,
"AUS","Australia","FUA","Functional Urban Area","AUS06F","Gold Coast","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",160,,
"AUS","Australia","FUA","Functional Urban Area","AUS01F","Greater Sydney","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",47.3,,
"ITA","Italy","FUA","Functional Urban Area","IT079F","Alessandria","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",57,,
"HUN","Hungary","FUA","Functional Urban Area","HU005F","Debrecen","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.4,,
"USA","United States","FUA","Functional Urban Area","USA64F","Lehigh","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",490,,
"MEX","Mexico","FUA","Functional Urban Area","MEX19F","Veracruz","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",46,,
"TUR","Türkiye","FUA","Functional Urban Area","TR005F","Bursa","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",31,,
"USA","United States","FUA","Functional Urban Area","USA92F","Sonoma","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.3,,
"JPN","Japan","FUA","Functional Urban Area","JPN08F","Hiroshima","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.6,,
"CAN","Canada","FUA","Functional Urban Area","CAN14F","Windsor","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",273,,
"USA","United States","FUA","Functional Urban Area","USA130F","Collier","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",33.2,,
"USA","United States","FUA","Functional Urban Area","USA71F","El Paso (CO)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",213,,
"JPN","Japan","FUA","Functional Urban Area","JPN34F","Koriyama","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",28,,
"USA","United States","FUA","Functional Urban Area","USA136F","Muscogee","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",789,,
"DEU","Germany","FUA","Functional Urban Area","DE014F","Nürnberg","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.1,,
"CHL","Chile","FUA","Functional Urban Area","CL012F","San Antonio","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",59,,
"USA","United States","FUA","Functional Urban Area","USA11F","Boston","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",233,,
"MEX","Mexico","FUA","Functional Urban Area","MEX88F","Teziutlan","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",58.4,,
"NLD","Netherlands","FUA","Functional Urban Area","NL018F","Groningen","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",143,,
"MEX","Mexico","FUA","Functional Urban Area","MEX38F","Tepic","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",29.2,,
"MEX","Mexico","FUA","Functional Urban Area","MEX10F","Juarez","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",19,,
"FRA","France","FUA","Functional Urban Area","FR029F","Le Mans","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.1,,
"COL","Colombia","FUA","Functional Urban Area","COL09F","Ibague","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.6,,
"USA","United States","FUA","Functional Urban Area","USA172F","Rochester (MN)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",56.8,,
"ITA","Italy","FUA","Functional Urban Area","IT009F","Bologna","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",98,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK041F","Ashford","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",180,,
"ESP","Spain","FUA","Functional Urban Area","ES080F","Marbella","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",148,,
"USA","United States","FUA","Functional Urban Area","USA137F","Brown","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.9,,
"KOR","Korea","FUA","Functional Urban Area","KOR19F","Gunsan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",93,,
"IRL","Ireland","FUA","Functional Urban Area","IE004F","Galway","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",224,,
"USA","United States","FUA","Functional Urban Area","USA46F","Richmond (Greater)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",375,,
"ESP","Spain","FUA","Functional Urban Area","ES009F","Valladolid","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",30.1,,
"NOR","Norway","FUA","Functional Urban Area","NO002F","Bergen","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",297,,
"CHL","Chile","FUA","Functional Urban Area","CL024F","Osorno","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.2,,
"ESP","Spain","FUA","Functional Urban Area","ES097F","Igualada","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",29.1,,
"FRA","France","FUA","Functional Urban Area","FR057F","Béziers","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",24.8,,
"CZE","Czech Republic","FUA","Functional Urban Area","CZ006F","Olomouc","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",127,,
"ITA","Italy","FUA","Functional Urban Area","IT021F","Taranto","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",20.3,,
"LTU","Lithuania","FUA","Functional Urban Area","LT006F","Šiauliai","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42,,
"USA","United States","FUA","Functional Urban Area","USA179F","Racine","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.3,,
"MEX","Mexico","FUA","Functional Urban Area","MEX63F","Tulancingo de Bravo","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",30.5,,
"NLD","Netherlands","FUA","Functional Urban Area","NL038F","Roosendaal","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",34.5,,
"CAN","Canada","FUA","Functional Urban Area","CAN01F","Toronto","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.7,,
"ROU","Romania","FUA","Functional Urban Area","RO012F","Cǎlǎraşi","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",67,,
"FIN","Finland","FUA","Functional Urban Area","FI001F","Helsinki/Helsingfors","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",54.9,,
"POL","Poland","FUA","Functional Urban Area","PL051F","Tczew","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.9,,
"JPN","Japan","FUA","Functional Urban Area","JPN41F","Yamagata","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",61,,
"USA","United States","FUA","Functional Urban Area","USA142F","Cumberland (ME)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",461,,
"SVN","Slovenia","FUA","Functional Urban Area","SI001F","Osrednjeslovenska","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.7,,
"HRV","Croatia","FUA","Functional Urban Area","HR007F","Zadar","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",32.5,,
"CAN","Canada","FUA","Functional Urban Area","CAN08F","Winnipeg","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",34.9,,
"DEU","Germany","FUA","Functional Urban Area","DE062F","Fulda","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.5,,
"NZL","New Zealand","FUA","Functional Urban Area","NZL07F","Palmerston North","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",35.6,,
"COL","Colombia","FUA","Functional Urban Area","COL36F","Quibdo","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.3,,
"USA","United States","FUA","Functional Urban Area","USA108F","Lafayette","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",56.5,,
"JPN","Japan","FUA","Functional Urban Area","JPN14F","Hamamatsu","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",156,,
"FRA","France","FUA","Functional Urban Area","FR073F","Hayange","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",271,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK540F","Wycombe","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",61.6,,
"POL","Poland","FUA","Functional Urban Area","PL009F","Lublin","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",142,,
"POL","Poland","FUA","Functional Urban Area","PL025F","Radom","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.4,,
"FRA","France","FUA","Functional Urban Area","FR026F","Lens","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",242,,
"CHL","Chile","FUA","Functional Urban Area","CL015F","San Fernando","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",25.2,,
"USA","United States","FUA","Functional Urban Area","USA74F","Lee","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",31.9,,
"COL","Colombia","FUA","Functional Urban Area","COL29F","Girardot","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.3,,
"COL","Colombia","FUA","Functional Urban Area","COL15F","Monteria","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",63,,
"DEU","Germany","FUA","Functional Urban Area","DE040F","Rostock","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",56.1,,
"MEX","Mexico","FUA","Functional Urban Area","MEX85F","Iguala de la Independencia","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",82,,
"JPN","Japan","FUA","Functional Urban Area","JPN43F","Akita","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",82,,
"MEX","Mexico","FUA","Functional Urban Area","MEX69F","Solidaridad","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",47,,
"USA","United States","FUA","Functional Urban Area","USA171F","Las Cruces","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",72,,
"USA","United States","FUA","Functional Urban Area","USA118F","Stark","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",66.6,,
"MEX","Mexico","FUA","Functional Urban Area","MEX16F","Culiacan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",41,,
"CHL","Chile","FUA","Functional Urban Area","CL016F","Curico","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",56,,
"COL","Colombia","FUA","Functional Urban Area","COL12F","Pasto","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",41,,
"CAN","Canada","FUA","Functional Urban Area","CAN26F","Niagara Falls","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.4,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK043F","East Staffordshire","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",44.9,,
"USA","United States","FUA","Functional Urban Area","USA150F","St. Joseph","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",62.4,,
"USA","United States","FUA","Functional Urban Area","USA197F","Washington (MD)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",59.5,,
"ESP","Spain","FUA","Functional Urban Area","ES068F","Albacete","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",58,,
"ROU","Romania","FUA","Functional Urban Area","RO030F","Buzău","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",28.4,,
"JPN","Japan","FUA","Functional Urban Area","JPN02F","Osaka","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",24.4,,
"FRA","France","FUA","Functional Urban Area","FR061F","Calais","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",118,,
"DEU","Germany","FUA","Functional Urban Area","DE110F","Ulm","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",190,,
"DEU","Germany","FUA","Functional Urban Area","DE101F","Paderborn","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.8,,
"CZE","Czech Republic","FUA","Functional Urban Area","CZ010F","Pardubice","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.6,,
"KOR","Korea","FUA","Functional Urban Area","KOR04F","Gwangsan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",41,,
"USA","United States","FUA","Functional Urban Area","USA25F","Indianapolis","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",578,,
"MEX","Mexico","FUA","Functional Urban Area","MEX34F","Ahome","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",38,,
"USA","United States","FUA","Functional Urban Area","USA101F","Caddo","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",62.3,,
"ROU","Romania","FUA","Functional Urban Area","RO013F","Giurgiu","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.7,,
"DEU","Germany","FUA","Functional Urban Area","DE002F","Hamburg","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",59.1,,
"POL","Poland","FUA","Functional Urban Area","PL049F","Świdnica","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",140,,
"ESP","Spain","FUA","Functional Urban Area","ES072F","León","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",102,,
"AUS","Australia","FUA","Functional Urban Area","AUS14F","Geelong","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",30.6,,
"CHL","Chile","FUA","Functional Urban Area","CL010F","Valparaiso","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",34.1,,
"TUR","Türkiye","FUA","Functional Urban Area","TR015F","Kastamonu","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40,,
"ITA","Italy","FUA","Functional Urban Area","IT010F","Catania","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.2,,
"ITA","Italy","FUA","Functional Urban Area","IT085F","Andria","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",32,,
"DEU","Germany","FUA","Functional Urban Area","DE058F","Aschaffenburg","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",236,,
"ESP","Spain","FUA","Functional Urban Area","ES006F","Málaga","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",103,,
"USA","United States","FUA","Functional Urban Area","USA70F","Onondaga","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",462,,
"JPN","Japan","FUA","Functional Urban Area","JPN61F","Tomakomai","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",53,,
"MEX","Mexico","FUA","Functional Urban Area","MEX11F","San Luis Potosi","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",18.2,,
"DEU","Germany","FUA","Functional Urban Area","DE013F","Hannover","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",188,,
"FRA","France","FUA","Functional Urban Area","FR001F","Paris","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",43.6,,
"USA","United States","FUA","Functional Urban Area","USA108F","Lafayette","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",383,,
"ROU","Romania","FUA","Functional Urban Area","RO018F","Târgovişte","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",98,,
"MEX","Mexico","FUA","Functional Urban Area","MEX04F","Puebla","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",20.4,,
"ESP","Spain","FUA","Functional Urban Area","ES063F","San Sebastián/Donostia","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",58.6,,
"DEU","Germany","FUA","Functional Urban Area","DE117F","Cottbus","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",53.7,,
"ROU","Romania","FUA","Functional Urban Area","RO035F","Drobeta-Turnu Severin","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",62,,
"JPN","Japan","FUA","Functional Urban Area","JPN60F","Kushiro","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",64,,
"ITA","Italy","FUA","Functional Urban Area","IT033F","Bolzano","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",72,,
"USA","United States","FUA","Functional Urban Area","USA170F","Benton (AR)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",479,,
